"drug_id";"drug_id_EKP";"direct";"Disease.or.Syndrome";"Pathologic.Function";"Finding";"Cell";"Cell.Component";"Organism.Function";"Body.Part..Organ..or.Organ.Component";"Sign.or.Symptom";"Mental.or.Behavioral.Dysfunction";"Chemical.Viewed.Structurally";"Organic.Chemical";"Pharmacologic.Substance";"Neuroreactive.Substance.or.Biogenic.Amine";"Gene.or.Genome";"Cell.Function";"Amino.Acid..Peptide..or.Protein";"Lipid";"Biologically.Active.Substance";"Receptor";"Inorganic.Chemical";"Hormone";"Patient.or.Disabled.Group";"Age.Group";"Human";"Population.Group";"Chemical.Viewed.Functionally";"Therapeutic.or.Preventive.Procedure";"Animal";"Mammal";"Professional.or.Occupational.Group";"Body.Substance";"Steroid";"Mental.Process";"Species";"Group";"Health.Care.Activity";"Laboratory.Procedure";"Diagnostic.Procedure";"Occupational.Activity";"Molecular.Function";"Genetic.Function";"Organism.Attribute";"Organ.or.Tissue.Function";"Antibiotic";"Enzyme";"Nucleic.Acid..Nucleoside..or.Nucleotide";"Immunologic.Factor";"Indicator..Reagent..or.Diagnostic.Aid";"Cell.or.Molecular.Dysfunction";"Physiologic.Function";"Injury.or.Poisoning";"Qualitative.Concept";"Laboratory.or.Test.Result";"Medical.Device";"Biologic.Function";"Congenital.Abnormality";"Neoplastic.Process";"Vitamin";"Nucleotide.Sequence";"Body.System";"Tissue";"Acquired.Abnormality";"Natural.Phenomenon.or.Process";"Activity";"Carbohydrate";"Anatomical.Abnormality";"Hazardous.or.Poisonous.Substance";"Functional.Concept";"Experimental.Model.of.Disease";"Element..Ion..or.Isotope";"Clinical.Attribute";"Bacterium";"Family.Group";"Plant";"Organism";"Fungus";"Food";"Individual.Behavior";"Eicosanoid";"Biomedical.or.Dental.Material";"Clinical.Drug";"Substance";"Temporal.Concept";"Chemical";"Organophosphorus.Compound";"Quantitative.Concept";"Research.Activity";"Manufactured.Object";"Molecular.Biology.Research.Technique";"Phenomenon.or.Process";"Body.Location.or.Region";"Embryonic.Structure";"Environmental.Effect.of.Humans";"Virus";"Idea.or.Concept";"Research.Device";"Molecular.Sequence";"Eukaryote";"Intellectual.Product";"Vertebrate";"Archaeon";"Fish";"Human.caused.Phenomenon.or.Process";"Social.Behavior";"Spatial.Concept";"Daily.or.Recreational.Activity";"Fully.Formed.Anatomical.Structure";"Classification";"Bird";"Body.Space.or.Junction";"Amphibian";"Educational.Activity";"Biomedical.Occupation.or.Discipline";"Reptile";"Anatomical.Structure";"Occupation.or.Discipline";"Amino.Acid.Sequence";"Disorders";"Anatomy";"Physiology";"Chemicals...Drugs";"Genes...Molecular.Sequences";"Living.Beings";"Procedures";"Activities...Behaviors";"Concepts...Ideas";"Phenomena";"Devices";"Objects";"Occupations";"disease_id";"disease_id_EKP";"Status"
"DB01217";"976985";"TRUE";4;1;7;2;0;0;2;2;0;15;8;24;0;3;1;11;1;3;3;0;5;3;0;2;2;1;15;0;1;0;0;6;0;1;0;1;1;2;0;0;0;0;0;0;2;0;4;0;0;0;1;0;0;1;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;5;1;35;3;8;17;0;0;0;1;0;0;"C0278493";"3694975";"Terminated"
"DB00661";"817413";"FALSE";6;1;21;2;1;0;1;4;7;8;2;8;1;4;1;8;0;6;0;0;1;1;6;1;3;0;4;1;3;1;0;0;0;2;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;3;4;11;4;21;5;0;0;0;0;0;0;"C0751434";"737390";"Terminated"
"DB00958";"976216";"TRUE";23;12;52;6;2;1;11;9;3;52;47;96;0;50;12;39;1;23;4;3;2;4;8;2;11;2;32;2;6;2;1;2;0;1;1;9;4;4;1;5;4;3;2;6;10;12;9;0;4;0;3;0;0;0;0;3;46;5;2;0;2;1;0;1;21;2;0;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;21;22;137;51;37;45;2;1;0;0;0;0;"C0279628";"64924";"Terminated"
"DB01229";"976430";"TRUE";27;17;58;12;3;2;16;10;3;77;103;164;1;140;15;104;2;55;12;9;9;5;3;2;11;2;36;2;6;5;1;3;0;1;1;10;12;6;1;6;9;3;4;8;31;31;16;2;7;0;2;0;0;4;0;2;56;12;3;0;4;2;0;1;5;3;0;1;1;3;0;0;2;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;35;33;274;142;39;59;2;2;0;4;0;0;"C0279628";"64924";"Terminated"
"DB01259";"346060";"FALSE";4;6;15;6;1;2;8;4;1;23;52;61;0;40;9;42;0;17;10;1;3;2;2;1;4;1;16;0;4;1;1;1;0;1;0;3;3;0;1;5;3;2;2;5;18;5;6;0;0;0;2;0;0;0;0;0;28;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;16;17;104;40;15;22;1;0;0;0;0;0;"C0279628";"64924";"Terminated"
"DB00958";"976216";"FALSE";0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;"C1332166";"2794057";"Terminated"
"DB01229";"976430";"FALSE";0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;"C1332166";"2794057";"Terminated"
"DB01259";"346060";"FALSE";0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;"C1332166";"2794057";"Terminated"
"DB00254";"538317";"FALSE";68;24;73;22;7;5;22;9;3;80;58;109;4;172;24;154;5;80;13;7;11;7;4;2;10;3;45;3;12;5;4;9;0;3;1;1;1;3;0;8;10;2;5;10;56;10;28;6;9;0;3;1;0;2;1;2;23;2;1;0;7;1;4;1;7;2;2;1;2;6;2;2;4;1;2;0;0;0;1;2;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;60;49;285;172;53;47;1;3;5;2;0;0;"C0009402";"375276";"Terminated"
"DB01611";"3680903";"FALSE";15;3;17;5;2;2;4;2;0;17;13;23;0;9;4;15;1;10;0;0;2;2;3;2;5;1;16;1;5;2;1;3;0;1;1;0;0;3;0;3;1;2;0;2;3;2;10;0;0;0;1;0;0;0;0;0;10;2;0;0;3;0;0;0;3;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;14;9;44;9;22;19;0;0;0;0;0;0;"C0153690";"3685119";"Terminated"
"DB00526";"791331";"TRUE";19;7;40;9;2;2;7;4;1;41;39;77;0;274;12;61;1;31;2;3;1;5;3;2;11;2;32;1;5;3;1;0;0;2;1;1;7;3;0;7;4;2;2;1;23;28;16;2;2;0;1;1;0;0;1;0;34;3;2;0;3;0;0;0;1;0;1;1;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;21;23;148;275;31;41;0;2;1;0;0;0;"C2931822";"533172";"Terminated"
"DB00531";"72778";"TRUE";45;22;86;28;13;6;36;6;1;153;143;245;7;295;27;174;15;86;11;13;13;9;9;2;14;2;79;4;23;4;1;24;0;3;1;2;18;9;0;13;12;1;6;13;50;20;52;8;11;1;1;1;1;4;2;4;109;5;2;0;11;3;8;0;12;1;5;1;4;6;0;0;7;0;1;0;0;0;1;1;1;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;200;85;57;442;297;74;105;0;4;11;4;0;0;"C0017636";"125222";"Terminated"
"DB00724";"954597";"FALSE";6;7;13;14;5;2;4;2;0;17;9;29;0;45;11;47;2;17;6;2;1;3;4;1;6;0;19;2;5;1;1;1;0;2;1;1;4;1;0;7;5;1;3;0;9;5;27;0;1;0;0;1;0;0;0;0;18;0;0;0;4;1;1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;26;22;76;45;24;23;0;1;1;0;0;0;"C0017636";"125222";"Terminated"
"DB04896";"1137693";"TRUE";13;4;25;2;0;4;3;17;15;20;20;27;6;4;0;15;1;9;4;0;2;4;1;0;3;0;5;2;2;1;0;0;0;1;0;2;0;0;1;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;5;5;45;4;13;7;1;0;0;0;0;0;"C0022104";"847170";"Terminated"
"DB00997";"309541";"FALSE";1;2;3;0;0;0;2;0;0;4;3;6;0;3;1;5;1;3;2;0;0;1;0;1;0;0;5;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;2;11;3;4;6;0;0;0;0;0;0;"C0742558";"3918071";"Terminated"
"DB00230";"136775";"TRUE";38;1;39;0;0;4;12;42;4;52;51;73;4;6;1;26;2;13;4;2;0;5;2;2;6;1;19;0;1;4;0;1;0;1;1;5;0;2;1;0;0;0;2;0;5;0;4;0;0;1;4;1;0;0;0;2;1;3;0;0;0;1;0;1;1;0;1;1;0;3;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;12;8;104;6;21;24;2;2;0;0;0;0;"C0027796";"2655771";"Terminated"
"DB00625";"2199261";"FALSE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"C2363741";"6153130";"Terminated"
"DB00709";"1289411";"FALSE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"C2363741";"6153130";"Terminated"
"DB00864";"748382";"FALSE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"C0686586";"3737212";"Terminated"
"DB00877";"976656";"FALSE";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;"C0686586";"3737212";"Terminated"
"DB01590";"976267";"FALSE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"C0686586";"3737212";"Terminated"
"DB00586";"732723";"TRUE";118;49;146;14;4;4;18;36;5;208;193;275;9;151;14;127;11;75;8;10;18;6;4;2;16;5;50;5;20;1;6;12;0;5;1;12;9;6;1;11;1;2;17;14;33;7;28;7;3;8;11;1;0;0;1;4;8;10;0;0;8;1;3;3;16;3;10;1;0;18;2;2;1;1;2;0;0;0;9;3;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;46;52;435;151;61;75;4;4;5;0;0;0;"C0022661";"316239";"Terminated"
"DB01283";"1044778";"FALSE";15;5;14;0;0;0;2;7;0;14;11;17;0;6;3;5;0;5;0;0;2;1;0;0;0;0;3;0;1;0;2;1;0;1;0;1;0;1;0;1;0;1;1;0;2;0;1;0;0;1;2;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;5;4;22;6;2;5;0;0;1;0;0;0;"C0022661";"316239";"Terminated"
"DB01421";"1312208";"TRUE";17;1;1;2;1;2;1;2;0;19;15;14;0;2;0;2;1;2;0;0;0;2;3;0;0;1;7;1;9;0;0;0;0;4;0;0;0;1;0;0;1;0;1;13;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;8;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4;4;35;3;22;8;0;0;0;0;0;0;"C0023283";"2582019";"Terminated"
"DB02546";"567935";"FALSE";4;6;15;7;1;1;4;1;1;19;19;25;0;115;16;30;0;16;2;1;0;1;0;1;1;0;9;1;1;0;0;0;0;0;0;0;1;1;0;5;3;1;0;2;8;3;7;0;2;0;1;0;0;0;0;0;15;0;1;0;2;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;13;20;55;115;6;11;0;0;0;0;0;0;"C0334634";"897938";"Terminated"
"DB04953";"979294";"TRUE";20;6;29;2;4;1;9;11;10;29;22;31;2;8;5;16;2;12;2;0;0;1;1;1;3;0;3;5;8;2;2;1;0;2;0;1;0;0;0;1;0;2;0;0;1;0;0;1;2;4;1;0;0;0;0;1;0;0;0;0;4;0;2;0;1;2;1;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;18;10;48;8;22;4;0;0;2;0;0;0;"C0014544";"1222921";"Terminated"
"DB01076";"700899";"TRUE";130;55;167;24;5;9;23;13;8;165;104;184;11;138;22;255;30;148;27;8;18;5;8;2;24;3;41;3;24;6;3;22;0;2;2;11;18;11;1;22;9;6;32;5;80;9;44;8;7;10;13;2;0;1;1;2;16;10;1;0;11;5;6;2;7;2;5;1;2;8;4;0;3;0;0;1;0;1;8;2;1;0;0;1;3;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;63;107;480;139;78;78;4;6;7;1;0;0;"C0011860";"192835";"Terminated"
"DB00188";"976213";"TRUE";33;18;66;26;4;3;16;4;1;73;50;91;3;113;27;127;5;63;7;2;1;4;3;2;10;4;36;2;13;3;1;4;0;2;1;2;9;6;0;10;6;3;4;6;41;12;31;1;4;2;1;1;1;0;2;2;62;4;0;0;5;0;0;0;2;1;3;1;2;3;1;1;1;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;50;48;230;113;41;50;0;2;3;0;0;0;"C0007102";"2636926";"Terminated"
"DB00307";"387980";"TRUE";8;6;18;6;1;1;4;1;0;21;17;28;1;72;10;15;0;7;3;1;1;2;2;1;3;0;10;1;6;0;0;3;0;1;1;0;0;0;0;2;3;1;1;3;4;3;8;0;0;0;1;1;0;0;1;0;24;1;0;0;1;1;1;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;11;15;47;72;16;10;0;1;2;0;0;0;"C0280100";"4655186";"Terminated"
"DB00307";"387980";"FALSE";12;6;26;6;1;1;2;2;1;22;24;43;1;93;9;20;1;8;5;1;2;2;2;1;3;0;10;1;4;0;1;13;0;1;1;0;0;0;0;2;1;1;1;2;5;2;9;0;0;0;2;1;0;0;0;0;29;0;0;0;1;2;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;10;12;66;93;14;10;1;1;0;0;0;0;"C0026764";"566804";"Terminated"
"DB00281";"1368270";"TRUE";24;13;34;6;2;1;8;12;6;47;27;49;6;14;2;30;1;21;3;2;8;2;4;2;7;2;42;2;3;4;2;6;0;1;1;9;2;6;1;1;0;0;6;3;6;2;9;0;0;1;2;1;0;1;0;1;1;1;0;0;5;2;2;1;4;0;6;0;0;4;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;21;12;89;14;26;55;2;1;2;2;0;0;"C0282488";"663312";"Terminated"
"DB00877";"976656";"FALSE";0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;"C1449718";"690126";"Terminated"
"DB01006";"1173815";"FALSE";0;0;0;0;0;0;0;0;0;2;0;14;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;"C1449718";"690126";"Terminated"
"DB01259";"346060";"FALSE";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;"C1449718";"690126";"Terminated"
"DB00112";"108356";"TRUE";14;15;22;8;3;1;26;0;1;38;28;58;0;24;11;52;1;24;3;2;0;3;6;2;6;2;59;2;7;4;0;1;0;2;0;3;5;10;0;6;1;1;3;3;6;7;29;3;0;0;1;0;0;1;0;0;24;1;0;0;8;2;0;0;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;62;44;17;112;24;30;73;0;1;0;1;0;0;"C0278883";"4653443";"Terminated"
"DB00851";"976709";"TRUE";13;7;41;11;3;4;4;1;0;40;37;49;1;36;8;20;2;12;0;1;1;2;4;2;3;2;34;2;7;1;0;0;0;2;1;1;2;2;0;2;2;2;3;2;7;5;12;4;3;1;2;1;0;0;0;0;78;2;0;0;4;0;0;0;1;1;3;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;21;19;83;36;23;37;0;1;0;0;0;0;"C0027819";"868956";"Terminated"
"DB00169";"394296";"FALSE";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"C0279623";"4653700";"Terminated"
"DB00169";"394296";"FALSE";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"C1541334";"4146926";"Terminated"
"DB00169";"394296";"FALSE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"C1541333";"4146936";"Terminated"
"DB00169";"394296";"FALSE";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"C1541332";"4147123";"Terminated"
"DB00169";"394296";"FALSE";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;"C0279627";"4653432";"Terminated"
"DB00169";"394296";"FALSE";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;"C0279089";"4653792";"Terminated"
